"総勘定元帳 (2023年11月~2023年11月）"
"勘定科目","取引日","決算整理仕訳","相手勘定科目","税区分","取引先","品目","部門","管理番号","メモタグ","備考","勘定科目コード","相手取引先","相手品目","相手部門","相手メモタグ","相手備考","相手勘定科目コード","取引内容","発行元","借方金額","貸方金額","残高"
"仮払消費税","2023-11-24","0","三菱ＵＦＪ　泉南阪南","課対仕入（控80）10%","","","泉南阪南共立火葬場","","","","180","","","","","","","電気・５ネン１１ガツブン","","225","","1306210747"
"仮払消費税","2023-11-24","0","三菱ＵＦＪ　泉南阪南","課対仕入（控80）10%","","","泉南阪南共立火葬場","","","","180","","","","","","","口座振替４・ＳＭＢＣ（ビジヨンヒ","","240","","1306210987"
"仮払消費税","2023-11-24","0","三菱ＵＦＪ　千葉市","課対仕入（控80）10%","","","千葉市斎場","","","","180","","","","","","","総給振・ソウゴウフリコミ　　　ＢＩＺ","","8727","","1306219714"
"仮払消費税","2023-11-24","0","三菱ＵＦＪ　千葉市","課対仕入（控80）10%","","","千葉市斎場","","","","180","","","","","","","振込手数料","","40","","1306219754"
"仮払消費税","2023-11-24","0","三菱ＵＦＪ　富士宮","課対仕入（控80）10%","","","富士宮聖苑","","","","180","","","","","","","口座振替４・ＳＭＢＣ（ビジヨンヒ","","1624","","1306221378"
"仮払消費税","2023-11-24","0","三菱ＵＦＪ　(株)イージス","課対仕入10%","","","経営","","","","180","","","","","","","振込手数料","","50","","1306221428"
"仮払消費税","2023-11-24","0","三菱ＵＦＪ　苫小牧","課対仕入（控80）10%","","","苫小牧市斎場","","","","180","","","","","","","口座振替４・ＳＭＢＣ（ビジヨンヒ","","864","","1306222292"
"仮払消費税","2023-11-24","0","三菱ＵＦＪ　ＬＬＰメイン","課対仕入（控80）10%","","","経営","","","","180","","","","","","","為替手数料・フリコミ　テスウリヨウ","","40","","1306222332"
"仮払消費税","2023-11-24","0","三菱ＵＦＪ　ＮＤＫメイン","課対仕入10%","","","知多管内道路管理","","","","180","","","","","","","水道・スイドウハンダシ","","131","","1306222463"
"仮払消費税","2023-11-24","0","三菱ＵＦＪ　ＮＤＫメイン","課対仕入10%","","","知多管内道路管理","","","","180","","","","","","","水道・スイドウハンダシ","","262","","1306222725"
"仮払消費税","2023-11-24","0","三菱ＵＦＪ　ＮＤＫメイン","課対仕入10%","","","知多管内道路管理","","","","180","","","","","","","水道・スイドウハンダシ","","312","","1306223037"
"仮払消費税","2023-11-24","0","三菱ＵＦＪ　ＮＤＫメイン","課対仕入10%","","","知多管内道路管理","","","","180","","","","","","","水道・スイドウハンダシ","","460","","1306223497"
"仮払消費税","2023-11-24","0","三菱ＵＦＪ　ＮＤＫメイン","課対仕入10%","","","経営","","","","180","","","","","","","為替手数料・フリコミ　テスウリヨウ","","30","","1306223527"
"仮払消費税","2023-11-24","0","三菱ＵＦＪ　ＮＤＫメイン","課対仕入10%","","","経営","","","","180","","","","","","","為替手数料・フリコミ　テスウリヨウ","","30","","1306223557"
"仮払消費税","2023-11-24","0","百五　ロテックス","課対仕入10%","","","メンテナンス業務","","","","180","","","","","","","ﾎｳｼﾞﾝﾀﾞｲﾚｸﾄ","","50","","1306223607"
"仮払消費税","2023-11-24","0","三菱ＵＦＪ　富士宮","課対仕入（控80）10%","","","富士宮聖苑","","","","180","","","","","","","為替手数料・フリコミ　テスウリヨウ","","8","","1306223615"
"仮払消費税","2023-11-24","0","三菱ＵＦＪ　みきやま","課対仕入（控80）10%","","","みきやま斎場","","","","180","","","","","","","手数料","","8","","1306223623"
"仮払消費税","2023-11-24","0","三菱ＵＦＪ　北・鶴見","課対仕入（控80）10%","","","北・鶴見斎場","","","","180","","","","","","","振込６・カ）ブロ－ドコミユニケ－シ","","2361","","1306225984"
"仮払消費税","2023-11-24","0","三菱ＵＦＪ　北・鶴見","課対仕入10%","","","北・鶴見斎場","","","","180","","","","","","","為替手数料・フリコミ　テスウリヨウ","","40","","1306226024"
"仮払消費税","2023-11-25","0","三菱ＵＦＪ　北九州","課対仕入（控80）10%","","","北九州市西部斎場","","","","180","","","","","","","手数料","","24","","1306226048"
"仮払消費税","2023-11-25","0","三菱ＵＦＪ　福山","課対仕入（控80）10%","","","福山市斎場","","","","180","","","","","","","手数料","","24","","1306226072"
"仮払消費税","2023-11-27","0","百五　ロテックス","課対仕入10%","","","","","","","180","","","","","","","ﾌﾘｶｴ    ｵﾘｺ","","9300","","1306235372"
"仮払消費税","2023-11-27","0","百五　ロテックス","課対仕入10%","","","","","","","180","","","","","","","ﾌﾘｶｴ    ｵﾘｺ","","10540","","1306245912"
"仮払消費税","2023-11-27","0","百五　ロテックス","課対仕入10%","","","","","","","180","","","","","","","ﾌﾘｶｴ    ｵﾘｺ","","3870","","1306249782"
"仮払消費税","2023-11-27","0","三菱ＵＦＪ　広島事業所","課対仕入（控80）10%","","","広島事務所","","","","180","","","","","","","口座振替４・ＳＭＢＣ（チユピＣＯＭ","","493","","1306250275"
"仮払消費税","2023-11-27","0","三菱ＵＦＪ　美唄","課対仕入（控80）10%","","","美唄市火葬場","","","","180","","","","","","","電話","","192","","1306250467"
"仮払消費税","2023-11-27","0","三菱ＵＦＪ　高島市","課対仕入（控80）10%","","","高島市斎場","","","","180","","","","","","","手数料","","16","","1306250483"
"仮払消費税","2023-11-27","0","三菱ＵＦＪ　セントラル","課対仕入（控80）10%","","","総務課（ＣＨＷ）","","","","180","","","","","","","口座振替３・ＤＦ．Ｊ２　ＧＬＯＢＡＬ","","144","","1306250627"
"仮払消費税","2023-11-27","0","三菱ＵＦＪ　高島市","課対仕入（控80）10%","","","高島市斎場","","","","180","","","","","","","手数料","","16","","1306250643"
"仮払消費税","2023-11-27","0","三菱ＵＦＪ　セントラル","課対仕入（控80）10%","","","総務課（ＣＨＷ）","","","","180","","","","","","","口座振替３・ＭＨＦ）ヤマトウンユ（カ","","302","","1306250945"
"仮払消費税","2023-11-27","0","三菱ＵＦＪ　セントラル","課対仕入（控80）10%","","","知多道路","","","","180","","","","","","","口座振替４・ライフカ－ド（カ","","453","","1306251398"
"仮払消費税","2023-11-27","0","三菱ＵＦＪ　セントラル","課対仕入（控80）10%","","","知多道路","","","","180","","","","","","","口座振替４・チユウニチシンブン（Ｓ","","538","","1306251936"
"仮払消費税","2023-11-27","0","三菱ＵＦＪ　セントラル","課対仕入（控80）10%","","","知多道路","","","","180","","","","","","","口座振替４・チユウニチシンブン（Ｓ","","538","","1306252474"
"仮払消費税","2023-11-27","0","三菱ＵＦＪ　セントラル","課対仕入（控80）10%","","","知多道路","","","","180","","","","","","","口座振替４・エヌピ－ホツタ（ＳＭＦ","","538","","1306253012"
"仮払消費税","2023-11-27","0","三菱ＵＦＪ　セントラル","課対仕入（控80）10%","","","知多道路","","","","180","","","","","","","口座振替３・アカイシンブンテン","","538","","1306253550"
"仮払消費税","2023-11-27","0","三菱ＵＦＪ　セントラル","課対仕入（控80）10%","","","知多道路","","","","180","","","","","","","口座振替３・アカイシンブンテン","","538","","1306254088"
"仮払消費税","2023-11-27","0","三菱ＵＦＪ　セントラル","課対仕入（控80）10%","","","知多道路","","","","180","","","","","","","口座振替３・アカイシンブンテン","","538","","1306254626"
"仮払消費税","2023-11-27","0","三菱ＵＦＪ　セントラル","課対仕入（控80）10%","","","知多道路","","","","180","","","","","","","口座振替３・アカイシンブンテン","","538","","1306255164"
"仮払消費税","2023-11-27","0","三菱ＵＦＪ　セントラル","課対仕入（控80）10%","","","総務課（ＣＨＷ）","","","","180","","","","","","","口座振替３・キコウスイドウ１１ガ","","734","","1306255898"
"仮払消費税","2023-11-27","0","三菱ＵＦＪ　セントラル","課対仕入（控80）10%","","","経営3","","","","180","","","","","","","口座振替４・ＡＰ（ＢＭＷリ－ス","","22792","","1306278690"
"仮払消費税","2023-11-27","0","三菱ＵＦＪ　セントラル","課対仕入（控80）10%","","","","","","","180","","","","","","","口座振替４・オリコ","","34328","","1306313018"
"仮払消費税","2023-11-27","0","百五　ＮＤＫ","課対仕入（控80）10%","","","コンセッション推進室","","","","180","","","","","","","ﾌﾘｶｴ    DF.ｾﾞﾝﾎﾚﾝ(ｶ","","3672","","1306316690"
"仮払消費税","2023-11-27","0","三菱ＵＦＪ　館林","課対仕入（控80）10%","","","館林市斎場","","","","180","","","","","","","口座振替４・ＮＳ　　チンリヨウ","","3078","","1306319768"
"仮払消費税","2023-11-27","0","三菱ＵＦＪ　(株)イージス","課対仕入10%","","","経営","","","","180","","","","","","","口座振替３・ＷＯＷＯＷ","","230","","1306319998"
"仮払消費税","2023-11-27","0","三菱ＵＦＪ　(株)イージス","課対仕入10%","","","経営","","","","180","","","","","","","口座振替３・ＤＦ．（カ）タカギ","","350","","1306320348"
"仮払消費税","2023-11-27","0","三菱ＵＦＪ　(株)イージス","課対仕入10%","","","経営","","","","180","","","","","","","口座振替３・Ｃ．Ｔ．Ｙ","","600","","1306320948"
"仮払消費税","2023-11-27","0","三菱ＵＦＪ　愛西","課対仕入（控80）10%","","","愛西市総合斎苑","","","","180","","","","","","","電話・ソフトバンクモバイル","","356","","1306321304"
"仮払消費税","2023-11-27","0","三菱ＵＦＪ　(株)イージス","課対仕入10%","","","白山","","","","180","","","","","","","口座振替３・（カ）ＺＴＶ","","1250","","1306322554"
"仮払消費税","2023-11-27","0","三菱ＵＦＪ　(株)イージス","課対仕入10%","","","総務課","","","","180","","","","","","","口座振替４・ＡＰ（コイデケイエイ","","5500","","1306328054"
"仮払消費税","2023-11-27","0","三菱ＵＦＪ　愛西","課対仕入（控80）10%","","","愛西市総合斎苑","","","","180","","","","","","","手数料","","16","","1306328070"
"仮払消費税","2023-11-27","0","三菱ＵＦＪ　(株)イージス","課対仕入10%","","","","","","","180","","","","","","","口座振替４・オリコ","","9070","","1306337140"
"仮払消費税","2023-11-27","0","三菱ＵＦＪ　(株)イージス","課対仕入10%","","","総務課","","","","180","","","","","","","口座振替４・ＳＭＢＣ（アスクル","","9850","","1306346990"
"仮払消費税","2023-11-27","0","三菱ＵＦＪ　泉南阪南","課対仕入（控80）10%","","","泉南阪南共立火葬場","","","","180","","","","","","","口座振替４・ＡＰ（セキスイハイムフト","","4266","","1306351256"
"仮払消費税","2023-11-27","0","三菱ＵＦＪ　大津","課対仕入（控80）10%","","","大津市斎場","","","","180","","","","","","","電気・５ネン１１ガツブン","","9","","1306351265"
"仮払消費税","2023-11-27","0","三菱ＵＦＪ　大津","課対仕入（控80）10%","","","大津市斎場","","","","180","","","","","","","電気・５ネン１１ガツブン","","9","","1306351274"
"仮払消費税","2023-11-27","0","三菱ＵＦＪ　大津","課対仕入（控80）10%","","","大津市斎場","","","","180","","","","","","","電気・５ネン１１ガツブン","","9","","1306351283"
"仮払消費税","2023-11-27","0","三菱ＵＦＪ　大津","課対仕入（控80）10%","","","大津市斎場","","","","180","","","","","","","電気・５ネン１１ガツブン","","9","","1306351292"
"仮払消費税","2023-11-27","0","三菱ＵＦＪ　大津","課対仕入（控80）10%","","","大津市斎場","","","","180","","","","","","","電気・５ネン１１ガツブン","","12","","1306351304"
"仮払消費税","2023-11-27","0","三菱ＵＦＪ　大津","課対仕入（控80）10%","","","大津市斎場","","","","180","","","","","","","電気・５ネン１１ガツブン","","12","","1306351316"
"仮払消費税","2023-11-27","0","三菱ＵＦＪ　大津","課対仕入（控80）10%","","","大津市斎場","","","","180","","","","","","","電気・５ネン１１ガツブン","","12","","1306351328"
"仮払消費税","2023-11-27","0","三菱ＵＦＪ　大津","課対仕入（控80）10%","","","大津市斎場","","","","180","","","","","","","電気・５ネン１１ガツブン","","12","","1306351340"
"仮払消費税","2023-11-27","0","三菱ＵＦＪ　大津","課対仕入（控80）10%","","","大津市斎場","","","","180","","","","","","","電気・５ネン１１ガツブン","","126","","1306351466"
"仮払消費税","2023-11-27","0","三菱ＵＦＪ　大津","課対仕入（控80）10%","","","大津市斎場","","","","180","","","","","","","電気・５ネン１１ガツブン","","126","","1306351592"
"仮払消費税","2023-11-27","0","三菱ＵＦＪ　北九州","課対仕入（控80）10%","","","北九州市西部斎場","","","","180","","","","","","","口座振替４・ＮＳ　チンリヨウ","","4424","","1306356016"
"仮払消費税","2023-11-27","0","三菱ＵＦＪ　大津","課対仕入（控80）10%","","","大津市斎場","","","","180","","","","","","","電気・５ネン１１ガツブン","","637","","1306356653"
"仮払消費税","2023-11-27","0","三菱ＵＦＪ　大津","課対仕入（控80）10%","","","大津市斎場","","","","180","","","","","","","電気・５ネン１１ガツブン","","10088","","1306366741"
"仮払消費税","2023-11-27","0","三菱ＵＦＪ　大津","課対仕入（控80）10%","","","大津市斎場","","","","180","","","","","","","電気・５ネン１１ガツブン","","34664","","1306401405"
"仮払消費税","2023-11-27","0","三菱ＵＦＪ　宮崎","課対仕入（控80）10%","","","宮崎市斎場","","","","180","","","","","","","口座振替４・ＳＭＢＣ（２３．１０ＱＴ","","467","","1306401872"
"仮払消費税","2023-11-27","0","三菱ＵＦＪ 　ＮＤＫ九州メイン","課対仕入（控80）10%","","","経営1","","","","180","","","","","","","口座振替４・オリコ","","20752","","1306422624"
"仮払消費税","2023-11-27","0","三菱ＵＦＪ　ＮＤＫメイン","課対仕入10%","","","知多管内道路管理","","","","180","","","","","","","口座振替４・ガスパル（ＳＭＦＳ","","407","","1306423031"
"仮払消費税","2023-11-27","0","三菱ＵＦＪ　ＮＤＫメイン","課対仕入10%","","","","","","","180","","","","","","","口座振替３・ＤＦ．Ｊ２　ＧＬＯＢＡＬ","","1800","","1306424831"
"仮払消費税","2023-11-27","0","三菱ＵＦＪ　ＮＤＫメイン","課対仕入10%","","","","","","","180","","","","","","","口座振替４・オリコ","","6000","","1306430831"
"仮払消費税","2023-11-27","0","三菱ＵＦＪ　ＮＤＫメイン","課対仕入10%","","","コンセッション推進室","","","","180","","","","","","","口座振替４・ＳＭＢＣ（ゼンホレンヤ","","7211","","1306438042"
"仮払消費税","2023-11-27","0","三菱ＵＦＪ　ＮＤＫメイン","課対仕入10%","","","","","","","180","","","","","","","口座振替４・オリコ","","41000","","1306479042"
"仮払消費税","2023-11-27","0","三菱ＵＦＪ　伊豆中央道","課対仕入10%","","","伊豆中央道","","","","180","","","","","","","口座振替３・ＤＦ．ＧＭＯトクトクＢＢ","","456","","1306479498"
"仮払消費税","2023-11-27","0","三菱ＵＦＪ　千葉市","課対仕入（控80）10%","","","千葉市斎場","","","","180","","","","","","","振込１・トウキヨウワツクス（カ","","","4363","1306475135"
"仮払消費税","2023-11-27","0","三菱ＵＦＪ　県央みずほ","課対仕入（控80）10%","","","県央みずほ斎場","","","","180","","","","","","","電話","","196","","1306475331"
"仮払消費税","2023-11-27","0","三菱ＵＦＪ　県央みずほ","課対仕入（控80）10%","","","県央みずほ斎場","","","","180","","","","","","","電話","","197","","1306475528"
"仮払消費税","2023-11-27","0","三菱ＵＦＪ　津山","課対仕入（控80）10%","","","津山市斎場","","","","180","","","","","","","電気","","560","","1306476088"
"仮払消費税","2023-11-27","0","三菱ＵＦＪ　半田市斎場","課対仕入（控80）10%","","","半田斎場","","","","180","","","","","","","口座振替３・ＤＦ．チタコ－ヤチントウ","","5769","","1306481857"
"仮払消費税","2023-11-27","0","三菱ＵＦＪ　皆野寄居","課対仕入10%","","","皆野寄居","","","","180","","","","","","","口座振替４・ガスパル（ＳＭＦＳ","","341","","1306482198"
"仮払消費税","2023-11-27","0","三菱ＵＦＪ　皆野寄居","課対仕入10%","","","皆野寄居","","","","180","","","","","","","口座振替４・ダイトウヤチン（ＳＭＦ","","5751","","1306487949"
"仮払消費税","2023-11-27","0","三菱ＵＦＪ　新見沼","課対仕入10%","","","新見沼大橋料金所","","","","180","","","","","","","振込ＣＶ２・カ）サワリキシヨウテン","","766","","1306488715"
"仮払消費税","2023-11-27","0","三菱ＵＦＪ　新見沼","課対仕入10%","","","新見沼大橋料金所","","","","180","","","","","","","為替手数料・フリコミ　テスウリヨウ","","70","","1306488785"
"仮払消費税","2023-11-27","0","三菱ＵＦＪ　新見沼","課対仕入10%","","","新見沼大橋料金所","","","","180","","","","","","","手数料","","30","","1306488815"
"仮払消費税","2023-11-27","0","三菱ＵＦＪ　近江八幡","課対仕入（控80）10%","","","近江八幡市斎場","","","","180","","","","","","","口座振替４・ＳＭＢＣ（カ）ＺＴＶ","","136","","1306488951"
"仮払消費税","2023-11-27","0","三菱ＵＦＪ　ＬＬＰメイン","課対仕入（控80）10%","","","経営","","","","180","","","","","","","電気・チユウブデンリヨク","","205","","1306489156"
"仮払消費税","2023-11-27","0","三菱ＵＦＪ　ＬＬＰメイン","課対仕入（控80）10%","","","経営","","","","180","","","","","","","口座振替３・Ｃ．Ｔ．Ｙ","","1346","","1306490502"
"仮払消費税","2023-11-27","0","三菱ＵＦＪ　ＬＬＰメイン","課対仕入（控80）10%","","","総務課","","","","180","","","","","","","口座振替４・ＳＭＢＣ（サイボウズ","","4040","","1306494542"
"仮払消費税","2023-11-27","0","三菱ＵＦＪ　NSKメイン","課対仕入10%","","","斎苑管理課","","","","180","","","","","","","口座振替３・ＤＦ．Ｊ２　ＧＬＯＢＡＬ","","1800","","1306496342"
"仮払消費税","2023-11-27","0","三菱ＵＦＪ　NSKメイン","課対仕入10%","","","","","","","180","","","","","","","口座振替４・オリコ","","22580","","1306518922"
"仮払消費税","2023-11-27","0","三菱ＵＦＪ　ＮＳＫ東大阪","課対仕入10%","","","東大阪市斎場","","","","180","","","","","","","電気・５ネン１１ガツブン","","25567","","1306544489"
"仮払消費税","2023-11-27","0","三菱ＵＦＪ　(株)イージス","課対仕入10%","","","京都事業所","","","","180","","","","","","","口座振替４・ＪＣ　ナツプチンタイホ","","32000","","1306576489"
"仮払消費税","2023-11-27","0","三菱ＵＦＪ　(株)イージス","課対仕入10%","","","京都事業所","","","","180","","","","","","","口座振替４・ＪＣ　ナツプチンタイホ","","30","","1306576519"
"仮払消費税","2023-11-27","0","三菱ＵＦＪ　NSKメイン","課対仕入10%","","","北大谷斎場","","","エクセレント室山駐車場","180","","","","","","","口座振替４・オリコ．ヤチン","","600","","1306577119"
"仮払消費税","2023-11-27","0","三菱ＵＦＪ　NSKメイン","課対仕入10%","","","北大谷斎場","","","ＣＡＴＶ","180","","","","","","","口座振替４・オリコ．ヤチン","","50","","1306577169"
"仮払消費税","2023-11-27","0","三菱ＵＦＪ　NSKメイン","課対仕入10%","","","北大谷斎場","","","水道代","180","","","","","","","口座振替４・オリコ．ヤチン","","671","","1306577840"
"仮払消費税","2023-11-27","0","三菱ＵＦＪ　野洲川","課対仕入（控80）10%","","","野洲川","","","","180","","","","","","","手数料","","16","","1306577856"
"仮払消費税","2023-11-27","0","三菱ＵＦＪ　館林","課対仕入（控80）10%","","","館林市斎場","","","","180","","","","","","","手数料","","16","","1306577872"
"仮払消費税","2023-11-27","0","三菱ＵＦＪ　(株)イージス","課対仕入10%","","","","","","","180","","","","","","","口座振替４・ＡＰ（ヤチントウ","","21986","","1306599858"
"仮払消費税","2023-11-27","0","三菱ＵＦＪ　(株)イージス","課対仕入10%","","","","","","","180","","","","","","","口座振替４・ＪＣ　インサイトヤチン","","6406","","1306606264"
"仮払消費税","2023-11-27","0","百五　ロテックス","課対仕入10%","","","","","","","180","","","","","","","ﾌﾘｶｴ    MHF)ｽﾄｴﾈ(ｸﾞﾗﾝ","","826","","1306607090"
"仮払消費税","2023-11-28","0","三菱ＵＦＪ　ＬＬＰメイン","課対仕入（控80）10%","","","経営","","","","180","","","","","","","ガス・トウホウガス","","185","","1306607275"
"仮払消費税","2023-11-28","0","三菱ＵＦＪ　ＬＬＰメイン","課対仕入（控80）10%","","","総務課","","","","180","","","","","","","口座振替３・ＺＨコモンリヨウ","","7257","","1306614532"
"仮払消費税","2023-11-28","0","百五　ＮＤＫ","課対仕入（控80）10%","","","知多管内道路管理","","","","180","","","","","","","ｾﾌﾞﾝ  31445","","8","","1306614540"
"仮払消費税","2023-11-28","0","三菱ＵＦＪ　ＬＬＰメイン","課対仕入（控80）10%","","","経営","","","","180","","","","","","","為替手数料・フリコミ　テスウリヨウ","","24","","1306614564"
"仮払消費税","2023-11-28","0","三菱ＵＦＪ　ＬＬＰメイン","課対仕入（控80）10%","","","経営","","","","180","","","","","","","為替手数料・フリコミ　テスウリヨウ","","24","","1306614588"
"仮払消費税","2023-11-28","0","三菱ＵＦＪ　小林・佃","課対仕入（控80）10%","","","小林・佃斎場","","","","180","","","","","","","ガス・オオサカガス","","547","","1306615135"
"仮払消費税","2023-11-28","0","三菱ＵＦＪ　小林・佃","課対仕入（控80）10%","","","小林・佃斎場","","","","180","","","","","","","ガス・オオサカガス","","5782","","1306620917"
"仮払消費税","2023-11-28","0","三菱ＵＦＪ　伊豆中央道","課対仕入10%","","","伊豆中央道","","","","180","","","","","","","ガス・ＴＯＫＡＩ","","184","","1306621101"
"仮払消費税","2023-11-28","0","三菱ＵＦＪ　広島事業所","課対仕入（控80）10%","","","広島事務所","","","","180","","","","","","","ガス・ヒロシマガス","","65","","1306621166"
"仮払消費税","2023-11-28","0","三菱ＵＦＪ　広島事業所","課対仕入（控80）10%","","","広島事務所","","","","180","","","","","","","水道・ヒロシマシスイドウ","","240","","1306621406"
"仮払消費税","2023-11-28","0","三菱ＵＦＪ　セントラル","課対仕入（控80）10%","","","知多道路","","","","180","","","","","","","電気・チユウブデンリヨク","","957","","1306622363"
"仮払消費税","2023-11-28","0","三菱ＵＦＪ　セントラル","課対仕入（控80）10%","","","総務課（ＣＨＷ）","","","","180","","","","","","","口座振替３・ＲＫＳ（ＵＳＥＮ　ＧＡＴ","","632","","1306622995"
"仮払消費税","2023-11-28","0","三菱ＵＦＪ　みきやま","課対仕入（控80）10%","","","みきやま斎場","","","","180","","","","","","","手数料","","24","","1306623019"
"仮払消費税","2023-11-28","0","三菱ＵＦＪ　(株)イージス","課対仕入10%","","","経営","","","","180","","","","","","","ガス・トウホウガス","","887","","1306623906"
"仮払消費税","2023-11-28","0","三菱ＵＦＪ　大津","課対仕入（控80）10%","","","大津市斎場","","","","180","","","","","","","為替手数料・フリコミ　テスウリヨウ","","32","","1306623938"
"仮払消費税","2023-11-28","0","三菱ＵＦＪ　大津","課対仕入（控80）10%","","","大津市斎場","","","","180","","","","","","","振込８・サンインタ－ナシヨナル（カ","","51360","","1306675298"
"仮払消費税","2023-11-28","0","三菱ＵＦＪ　大津","課対仕入（控80）10%","","","大津市斎場","","","","180","","","","","","","為替手数料・フリコミ　テスウリヨウ","","56","","1306675354"
"仮払消費税","2023-11-28","0","三菱ＵＦＪ　大津","課対仕入（控80）10%","","","大津市斎場","","","","180","","","","","","","振込６・ダイワリビング（カ）　カ","","415","","1306675769"
"仮払消費税","2023-11-28","0","三菱ＵＦＪ　大津","課対仕入（控80）10%","","","大津市斎場","","","","180","","","","","","","為替手数料・フリコミ　テスウリヨウ","","32","","1306675801"
"仮払消費税","2023-11-29","0","三菱ＵＦＪ　富士宮","課対仕入（控80）10%","","","富士宮聖苑","","","","180","","","","","","","電気・トウキヨウデンリヨク","","328","","1306676129"
"仮払消費税","2023-11-29","0","三菱ＵＦＪ　ＮＳＫ東大阪","課対仕入10%","","","東大阪市斎場","","","","180","","","","","","","電気・５ネン１１ガツブン","","11687","","1306687816"
"仮払消費税","2023-11-29","0","三菱ＵＦＪ　福山","課対仕入（控80）10%","","","福山市斎場","","","","180","","","","","","","振込ＢＺ２・ダイワリビング（カ","","1208","","1306689024"
"仮払消費税","2023-11-29","0","三菱ＵＦＪ　福山","課対仕入（控80）10%","","","福山市斎場","","","","180","","","","","","","為替手数料・フリコミ　テスウリヨウ","","32","","1306689056"
"仮払消費税","2023-11-29","0","三菱ＵＦＪ　(株)イージス","課対仕入10%","","","経営","","","","180","","","","","","","電気・チユウブデンリヨク","","3199","","1306692255"
"仮払消費税","2023-11-29","0","三菱ＵＦＪ　セントラル","対象外","","","経営","","","","180","","","","","","","税金","","13197000","","1319889255"
"仮払消費税","2023-11-30","0","三菱ＵＦＪ　ＬＬＰメイン","課対仕入（控80）10%","","","総務課","","","","180","","","","","","","電話","","2877","","1319892132"
"仮払消費税","2023-11-30","0","三菱ＵＦＪ　ＬＬＰメイン","課対仕入（控80）10%","","","総務課","","","","180","","","","","","","振込手数料","","24","","1319892156"
"仮払消費税","2023-11-30","0","百五　ＮＤＫ","課対仕入（控80）10%","","","コンセッション推進室","","","","180","","","","","","","ｾﾝﾄﾗﾙﾊｲｳｴｲ(ｶ","","","4945","1319887211"
"仮払消費税","2023-11-30","0","三菱ＵＦＪ　ＬＬＰメイン","課対仕入（控80）10%","","","総務課","","","","180","","","","","","","振込手数料","","552","","1319887763"
"仮払消費税","2023-11-30","0","三菱ＵＦＪ　県央みずほ","課対仕入（控80）10%","","","県央みずほ斎場","","","","180","","","","","","","振込手数料","","144","","1319887907"
"仮払消費税","2023-11-30","0","三菱ＵＦＪ　ＬＬＰメイン","課対仕入（控80）10%","","","総務課","","","","180","","","","","","","振込手数料","","544","","1319888451"
"仮払消費税","2023-11-30","0","三菱ＵＦＪ　ＬＬＰメイン","課対仕入（控80）10%","","","経営","","","","180","","","","","","","為替手数料・フリコミ　テスウリヨウ","","24","","1319888475"
"仮払消費税","2023-11-30","0","三菱ＵＦＪ　ＬＬＰメイン","課対仕入（控80）10%","","","経営","","","","180","","","","","","","為替手数料・フリコミ　テスウリヨウ","","24","","1319888499"
"仮払消費税","2023-11-30","0","三菱ＵＦＪ　高島市","課対仕入（控80）10%","","","高島市斎場","","","","180","","","","","","","振込手数料","","224","","1319888723"
"仮払消費税","2023-11-30","0","三菱ＵＦＪ　天空館","課対仕入（控80）10%","","","天空館","","","","180","","","","","","","電話・ドコモケイタイ","","168","","1319888891"
"仮払消費税","2023-11-30","0","三菱ＵＦＪ　天空館","課対仕入（控80）10%","","","天空館","","","","180","","","","","","","振込手数料","","120","","1319889011"
"仮払消費税","2023-11-30","0","三菱ＵＦＪ　名高速","課対仕入10%","","","名古屋高速","","","","180","","","","","","","電話","","923","","1319889934"
"仮払消費税","2023-11-30","0","三菱ＵＦＪ　名高速","課対仕入10%","","","名古屋高速","","","","180","","","","","","","電話","","934","","1319890868"
"仮払消費税","2023-11-30","0","百五　ロテックス","課対仕入10%","","","メンテナンス業務","","","","180","","","","","","","11/30ｿｳﾌﾘﾌﾞﾝ","","240","","1319891108"
"仮払消費税","2023-11-30","0","百五　ロテックス","課対仕入10%","","","メンテナンス業務","","","","180","","","","","","","11/30ｿｳﾌﾘﾌﾞﾝ","","300","","1319891408"
"仮払消費税","2023-11-30","0","百五　ロテックス","課対仕入10%","","","メンテナンス業務","","","","180","","","","","","","ﾎｳｼﾞﾝﾀﾞｲﾚｸﾄ","","20","","1319891428"
"仮払消費税","2023-11-30","0","三菱ＵＦＪ　NSKメイン","課対仕入10%","","","経営","","","","180","","","","","","","電話","","430","","1319891858"
"仮払消費税","2023-11-30","0","三菱ＵＦＪ　NSKメイン","課対仕入10%","","","経営","","","","180","","","","","","","振込手数料","","350","","1319892208"
"仮払消費税","2023-11-30","0","三菱ＵＦＪ　NSKメイン","課対仕入10%","","","斎苑管理課","","","","180","","","","","","","為替手数料・フリコミ　テスウリヨウ","","30","","1319892238"
"仮払消費税","2023-11-30","0","三菱ＵＦＪ　小林・佃","課対仕入（控80）10%","","","小林・佃斎場","","","","180","","","","","","","振込手数料","","208","","1319892446"
"仮払消費税","2023-11-30","0","三菱ＵＦＪ　半田市斎場","課対仕入（控80）10%","","","半田斎場","","","","180","","","","","","","電気・チユウブデンリヨク","","449","","1319892895"
"仮払消費税","2023-11-30","0","三菱ＵＦＪ　ＮＳＫ東大阪","課対仕入10%","","","東大阪市斎場","","","","180","","","","","","","電話","","274","","1319893169"
