"総勘定元帳 (2023年11月~2023年11月）"
"勘定科目","取引日","決算整理仕訳","相手勘定科目","税区分","取引先","品目","部門","管理番号","メモタグ","備考","勘定科目コード","相手取引先","相手品目","相手部門","相手メモタグ","相手備考","相手勘定科目コード","取引内容","発行元","借方金額","貸方金額","残高"
"三菱ＵＦＪ　福山","2023-11-29","0","［製］支払手数料","対象外","","","","","","","","","","福山市斎場","","","しはら","為替手数料・フリコミ　テスウリヨウ","","","440","15521525"
"三菱ＵＦＪ　福山","2023-11-30","0","［製］通信費","対象外","","","","","","","","","","福山市斎場","","","つうしんひ","電話・ドコモケイタイ","","","5173","15516352"
"三菱ＵＦＪ　福山","2023-11-30","0","未払金","対象外","","","","","","","","","","","","","420","総給振・ソウゴウフリコミ　　　ＢＩＺ","","","2862951","12653401"
"三菱ＵＦＪ　福山","2023-11-30","0","［製］支払手数料","対象外","","","","","","","","","","福山市斎場","","","しはら","振込手数料","","","3080","12650321"
"三十三　セントラル","2023-11-18","0","前日繰越","","","","","","","","","","","","","","","","","","","1864588"
"三十三　セントラル","2023-11-20","0","長期借入金","対象外","","","","","","","","","","","","","470","IBﾘﾖｳﾘﾖｳ","","","3300","1861288"
"三十三　セントラル","2023-11-30","0","長期借入金","対象外","","","","","","","","","","","","","470","ｺﾞﾍﾝｻｲ11ｶﾞﾂ","","","834000","1027288"
"三十三　セントラル","2023-11-30","0","長期借入金","対象外","","","","","","","","","","","","","470","ｵﾘｿｸ","","","6036","1021252"
"三菱ＵＦＪ　皆野寄居","2023-11-18","0","前日繰越","","","","","","","","","","","","","","","","","","","322695"
"三菱ＵＦＪ　皆野寄居","2023-11-27","0","［製］水道光熱費","対象外","","","","","","","","","","皆野寄居","","","すいどう","口座振替４・ガスパル（ＳＭＦＳ","","","3758","318937"
"三菱ＵＦＪ　皆野寄居","2023-11-27","0","［製］地代家賃","対象外","","","","","","","","","","皆野寄居","","","","口座振替４・ダイトウヤチン（ＳＭＦ","","","63270","255667"
"三菱ＵＦＪ　皆野寄居","2023-11-30","0","仮払金","対象外","","","","","","","","","","","","","176","カードＣ１","","","50000","205667"
"三菱ＵＦＪ　県央みずほ（売店）","2023-11-18","0","前日繰越","","","","","","","","","","","","","","","","","","","725679"
"三菱ＵＦＪ　県央みずほ（売店）","2023-11-20","0","売掛金","対象外","","","","","","","","","","","","","142","振込１・カ）ムサシノムラ","","863538","","1589217"
"三菱ＵＦＪ　県央みずほ（売店）","2023-11-30","0","三菱ＵＦＪ　ＬＬＰメイン","対象外","","","","","","","","","","","","","","振替ＢＩＺ・５３４－フ０００８６５３","","1000000","","2589217"
"三菱ＵＦＪ　県央みずほ（売店）","2023-11-30","0","［製］支払手数料","対象外","","","","","","","","","","県央みずほ（売店）","","","しはら","振込手数料","","","2200","2587017"
"三菱ＵＦＪ　県央みずほ（売店）","2023-11-30","0","未払金","対象外","","","","","","","","","","","","","420","総給振・ソウゴウフリコミ　　　ＢＩＺ","","","1936604","650413"
"三菱ＵＦＪ　県央みずほ（売店）","2023-11-30","0","仮受金","対象外","","","","","","","","","","","","","428","カ－ド","","2000000","","2650413"
"三菱ＵＦＪ　行田","2023-11-18","0","前日繰越","","","","","","","","","","","","","","","","","","","4213228"
"三菱ＵＦＪ　行田","2023-11-22","0","仮払金","対象外","","","","","","","","","","","","","176","カードＣ１・セブンギンコウＡＴＭ","","","30000","4183228"
"三菱ＵＦＪ　行田","2023-11-22","0","［製］支払手数料","対象外","","","","","","","","","","行田市斎場","","","しはら","手数料","","","220","4183008"
"三菱ＵＦＪ　行田","2023-11-30","0","未払金","対象外","","","","","","","","","","","","","420","総給振・ソウゴウフリコミ　　　ＢＩＺ","","","2279595","1903413"
"三菱ＵＦＪ　行田","2023-11-30","0","［製］支払手数料","対象外","","","","","","","","","","行田市斎場","","","しはら","振込手数料","","","1650","1901763"
"三菱ＵＦＪ　行田","2023-11-30","0","三菱ＵＦＪ　ＬＬＰメイン","対象外","","","","","","","","","","","","","","振替ＢＩＺ・５３４－フ０００８６５３","","3000000","","4901763"
"三菱ＵＦＪ　天空館","2023-11-18","0","前日繰越","","","","","","","","","","","","","","","","","","","9456115"
"三菱ＵＦＪ　天空館","2023-11-18","0","仮受金","対象外","","","","","","","","","","","","","428","カ－ド","","380000","","9836115"
"三菱ＵＦＪ　天空館","2023-11-30","0","［製］通信費","対象外","","","","","","","","","","天空館","","","つうしんひ","電話・ドコモケイタイ","","","2313","9833802"
"三菱ＵＦＪ　天空館","2023-11-30","0","未払金","対象外","","","","","","","","","","","","","420","総給振・ソウゴウフリコミ　　　ＢＩＺ","","","1828740","8005062"
"三菱ＵＦＪ　天空館","2023-11-30","0","［製］支払手数料","対象外","","","","","","","","","","天空館","","","しはら","振込手数料","","","1650","8003412"
"三菱ＵＦＪ　天空館","2023-11-30","0","雑収入","対象外","","","","","","","","","","天空館","","","816","振込２・サントリ－ビバレツジソリ","","3674","","8007086"
"三菱ＵＦＪ　天空館","2023-11-30","0","売掛金","対象外","","","","","","","","","","天空館","","","142","振込２・タイムズ２４カブシキガイ","","869000","","8876086"
"三菱ＵＦＪ　名高速両替金","2023-11-18","0","前日繰越","","","","","","","","","","","","","","","","","","","7687783"
"三菱ＵＦＪ　名高速両替金","2023-11-20","0","現金","対象外","","","","","","","","","","","","","","","","","440000","7247783"
"三菱ＵＦＪ　名高速両替金","2023-11-20","0","現金","対象外","","","","","","","","","","","","","","","","","820000","6427783"
"三菱ＵＦＪ　名高速両替金","2023-11-20","0","現金","対象外","","","","","","","","","","","","","","振込ＨＢ１・エヌエツクスキヤツシユ　ロジ","","583500","","7011283"
"三菱ＵＦＪ　名高速両替金","2023-11-21","0","現金","対象外","","","","","","","","","","","","","","","","","840000","6171283"
"三菱ＵＦＪ　名高速両替金","2023-11-21","0","現金","対象外","","","","","","","","","","","","","","","","","540000","5631283"
"三菱ＵＦＪ　名高速両替金","2023-11-21","0","現金","対象外","","","","","","","","","","","","","","振込ＨＢ１・エヌエツクスキヤツシユ　ロジ","","1679500","","7310783"
"三菱ＵＦＪ　名高速両替金","2023-11-22","0","現金","対象外","","","","","","","","","","","","","","","","","540000","6770783"
"三菱ＵＦＪ　名高速両替金","2023-11-22","0","現金","対象外","","","","","","","","","","","","","","","","","820000","5950783"
"三菱ＵＦＪ　名高速両替金","2023-11-22","0","現金","対象外","","","","","","","","","","","","","","振込ＨＢ１・エヌエツクスキヤツシユ　ロジ","","545000","","6495783"
"三菱ＵＦＪ　名高速両替金","2023-11-24","0","現金","対象外","","","","","","","","","","","","","","振込ＨＢ１・エヌエツクスキヤツシユ　ロジ","","545500","","7041283"
"三菱ＵＦＪ　名高速両替金","2023-11-27","0","現金","対象外","","","","","","","","","","","","","","","","","1040000","6001283"
"三菱ＵＦＪ　名高速両替金","2023-11-27","0","現金","対象外","","","","","","","","","","","","","","","","","520000","5481283"
"三菱ＵＦＪ　名高速両替金","2023-11-27","0","現金","対象外","","","","","","","","","","","","","","振込ＨＢ１・エヌエツクスキヤツシユ　ロジ","","1093000","","6574283"
"三菱ＵＦＪ　名高速両替金","2023-11-28","0","現金","対象外","","","","","","","","","","","","","","振込ＨＢ１・エヌエツクスキヤツシユ　ロジ","","1720000","","8294283"
"三菱ＵＦＪ　名高速両替金","2023-11-29","0","現金","対象外","","","","","","","","","","","","","","","","","540000","7754283"
"三菱ＵＦＪ　名高速両替金","2023-11-29","0","現金","対象外","","","","","","","","","","","","","","","","","820000","6934283"
"三菱ＵＦＪ　名高速両替金","2023-11-29","0","現金","対象外","","","","","","","","","","","","","","振込ＨＢ１・エヌエツクスキヤツシユ　ロジ","","571000","","7505283"
"三菱ＵＦＪ　名高速両替金","2023-11-30","0","現金","対象外","","","","","","","","","","","","","","","","","940000","6565283"
"三菱ＵＦＪ　名高速両替金","2023-11-30","0","現金","対象外","","","","","","","","","","","","","","","","","520000","6045283"
"三菱ＵＦＪ　名高速両替金","2023-11-30","0","現金","対象外","","","","","","","","","","","","","","振込ＨＢ１・エヌエツクスキヤツシユ　ロジ","","545500","","6590783"
"三菱ＵＦＪ　NDK静岡事業所","2023-11-18","0","前日繰越","","","","","","","","","","","","","","","","","","","79498"
"三菱ＵＦＪ (株)　京都事業所","2023-11-18","0","前日繰越","","","","","","","","","","","","","","","","","","","695320"
"三菱ＵＦＪ (株)　京都事業所","2023-11-20","0","仮払金","対象外","","","","","","","","","","","","","176","カードＣ１・セブンギンコウＡＴＭ","","","200000","495320"
"三菱ＵＦＪ (株)　京都事業所","2023-11-20","0","支払手数料","対象外","","","","","","","","","","京都事業所","","","766","手数料","","","220","495100"
"三菱ＵＦＪ (株)　京都事業所","2023-11-21","0","仮払金","対象外","","","","","","","","","","","","","176","カードＣ１・セブンギンコウＡＴＭ","","","200000","295100"
"三菱ＵＦＪ (株)　京都事業所","2023-11-21","0","支払手数料","対象外","","","","","","","","","","京都事業所","","","766","手数料","","","220","294880"
"三菱ＵＦＪ (株)　京都事業所","2023-11-22","0","三菱ＵＦＪ　(株)イージス","対象外","","","","","","","","","","","","","","振替ＢＩＺ・５３４－フ０００８６３７","","300000","","594880"
"売掛金","2023-11-18","0","前日繰越","","","","","","","","142","","","","","","","","","","","-29471321401"
"売掛金","2023-11-20","0","三菱ＵＦＪ　愛西","対象外","","","愛西市総合斎苑","","","","142","","","","","","","振込２・アイサイシ　カンキヨウカ","","","3190300","-29474511701"
"売掛金","2023-11-20","0","三菱ＵＦＪ　愛西","対象外","","","愛西市総合斎苑","","","","142","","","","","","","振込２・アイサイシ　カンキヨウカ","","","2167745","-29476679446"
"売掛金","2023-11-20","0","三菱ＵＦＪ　富士宮","対象外","","","富士宮聖苑","","","","142","","","","","","","振込２・フジノミヤシカイケイカンリシ","","","3277000","-29479956446"
"売掛金","2023-11-20","0","三菱ＵＦＪ　大津","対象外","","","大津市斎場","","","","142","","","","","","","振込１・オオツシ　ホクブクリ－ン","","","254100","-29480210546"
"売掛金","2023-11-20","0","三菱ＵＦＪ　福山","対象外","","","福山市斎場","","","","142","","","","","","","振込２・フクヤマシシミンセイカツカ","","","12622000","-29492832546"
"売掛金","2023-11-20","0","三菱ＵＦＪ　ＬＬＰメイン","対象外","","","大村市斎場","","","","142","","","","","","","振込２・オオムラシカンキヨウホゼンカ","","","1499292","-29494331838"
"売掛金","2023-11-20","0","三菱ＵＦＪ　ＬＬＰメイン","対象外","","","美作レインボーホール","","","","142","","","","","","","振込１・ミマサカシカイケイカンリシ","","","1249380","-29495581218"
"売掛金","2023-11-20","0","三菱ＵＦＪ　ＬＬＰメイン","対象外","","","鈴鹿市斎苑","","","","142","","","","","","","振込１・スズカシ","","","2959000","-29498540218"
"売掛金","2023-11-20","0","三菱ＵＦＪ　ＬＬＰメイン","対象外","","","北大谷斎場","","","","142","","","","","","","振込１・ＹＣセイカツカンキヨウカ","","","9329000","-29507869218"
"売掛金","2023-11-20","0","三菱ＵＦＪ　苫小牧","対象外","","","苫小牧市斎場","","","","142","","","","","","","振込２・トマコマイシ　カンキヨウセイカ","","","5113000","-29512982218"
"売掛金","2023-11-20","0","百五　ロテックス","対象外","","","経営","","","","142","","","","","","","ｲ-ｼﾞｽ ｸﾞﾙ-ﾌﾟﾕｳｹﾞﾝｾｷﾆﾝｼﾞｷﾞ","","","16445000","-29529427218"
"売掛金","2023-11-20","0","三菱ＵＦＪ　県央みずほ（売店）","対象外","","","","","","","142","","","","","","","振込１・カ）ムサシノムラ","","","863538","-29530290756"
"売掛金","2023-11-21","0","三菱ＵＦＪ　近江八幡","対象外","","","近江八幡市斎場","","","","142","","","","","","","振込１・オウミハチマンシヤクシヨ","","","3136000","-29533426756"
"売掛金","2023-11-21","0","三菱ＵＦＪ　ＬＬＰメイン","対象外","","","松山市斎場","","","","142","","","","","","","振込２・マツヤマシセイカツエイセイカ","","","2270583","-29535697339"
